Data_Zone,Council_area,SMR
S01012795,South Lanarkshire,133
S01012796,South Lanarkshire,104
S01012797,South Lanarkshire,155
S01012798,South Lanarkshire,70
S01012799,South Lanarkshire,93
S01012800,South Lanarkshire,95
S01012801,South Lanarkshire,46
S01012802,South Lanarkshire,22
S01012803,South Lanarkshire,58
S01012804,South Lanarkshire,141
S01012805,South Lanarkshire,75
S01012806,South Lanarkshire,137
S01012807,South Lanarkshire,63
S01012808,South Lanarkshire,96
S01012809,South Lanarkshire,90
S01012810,South Lanarkshire,156
S01012811,South Lanarkshire,111
S01012812,South Lanarkshire,45
S01012813,South Lanarkshire,48
S01012814,South Lanarkshire,81
S01012815,South Lanarkshire,66
S01012816,South Lanarkshire,95
S01012817,South Lanarkshire,79
S01012818,South Lanarkshire,71
S01012819,South Lanarkshire,136
S01012820,South Lanarkshire,60
S01012821,South Lanarkshire,59
S01012822,South Lanarkshire,87
S01012823,South Lanarkshire,43
S01012824,South Lanarkshire,128
S01012825,South Lanarkshire,137
S01012826,South Lanarkshire,192
S01012827,South Lanarkshire,101
S01012828,South Lanarkshire,61
S01012829,South Lanarkshire,95
S01012830,South Lanarkshire,141
S01012831,South Lanarkshire,128
S01012832,South Lanarkshire,123
S01012833,South Lanarkshire,146
S01012834,South Lanarkshire,141
S01012835,South Lanarkshire,176
S01012836,South Lanarkshire,222
S01012837,South Lanarkshire,116
S01012838,South Lanarkshire,214
S01012839,South Lanarkshire,89
S01012840,South Lanarkshire,28
S01012841,South Lanarkshire,49
S01012842,South Lanarkshire,81
S01012843,South Lanarkshire,71
S01012844,South Lanarkshire,59
S01012845,South Lanarkshire,101
S01012846,South Lanarkshire,134
S01012847,South Lanarkshire,89
S01012848,South Lanarkshire,54
S01012849,South Lanarkshire,113
S01012850,South Lanarkshire,106
S01012851,South Lanarkshire,67
S01012852,South Lanarkshire,131
S01012853,South Lanarkshire,80
S01012854,South Lanarkshire,77
S01012855,South Lanarkshire,84
S01012856,South Lanarkshire,101
S01012857,South Lanarkshire,124
S01012858,South Lanarkshire,130
S01012859,South Lanarkshire,115
S01012860,South Lanarkshire,217
S01012861,South Lanarkshire,81
S01012862,South Lanarkshire,127
S01012863,South Lanarkshire,205
S01012864,South Lanarkshire,138
S01012865,South Lanarkshire,105
S01012866,South Lanarkshire,93
S01012867,South Lanarkshire,161
S01012868,South Lanarkshire,128
S01012869,South Lanarkshire,197
S01012870,South Lanarkshire,76
S01012871,South Lanarkshire,104
S01012872,South Lanarkshire,65
S01012873,South Lanarkshire,126
S01012874,South Lanarkshire,116
S01012875,South Lanarkshire,120
S01012876,South Lanarkshire,126
S01012877,South Lanarkshire,86
S01012878,South Lanarkshire,63
S01012879,South Lanarkshire,51
S01012880,South Lanarkshire,76
S01012881,South Lanarkshire,102
S01012882,South Lanarkshire,106
S01012883,South Lanarkshire,142
S01012884,South Lanarkshire,97
S01012885,South Lanarkshire,137
S01012886,South Lanarkshire,66
S01012887,South Lanarkshire,62
S01012888,South Lanarkshire,87
S01012889,South Lanarkshire,85
S01012890,South Lanarkshire,145
S01012891,South Lanarkshire,135
S01012892,South Lanarkshire,133
S01012893,South Lanarkshire,100
S01012894,South Lanarkshire,98
S01012895,South Lanarkshire,81
S01012896,South Lanarkshire,83
S01012897,South Lanarkshire,77
S01012898,South Lanarkshire,17
S01012899,South Lanarkshire,90
S01012900,South Lanarkshire,167
S01012901,South Lanarkshire,52
S01012902,South Lanarkshire,83
S01012903,South Lanarkshire,128
S01012904,South Lanarkshire,86
S01012905,South Lanarkshire,115
S01012906,South Lanarkshire,68
S01012907,South Lanarkshire,76
S01012908,South Lanarkshire,104
S01012909,South Lanarkshire,104
S01012910,South Lanarkshire,114
S01012911,South Lanarkshire,105
S01012912,South Lanarkshire,130
S01012913,South Lanarkshire,95
S01012914,South Lanarkshire,114
S01012915,South Lanarkshire,98
S01012916,South Lanarkshire,93
S01012917,South Lanarkshire,76
S01012918,South Lanarkshire,95
S01012919,South Lanarkshire,69
S01012920,South Lanarkshire,51
S01012921,South Lanarkshire,72
S01012922,South Lanarkshire,87
S01012923,South Lanarkshire,80
S01012924,South Lanarkshire,83
S01012925,South Lanarkshire,67
S01012926,South Lanarkshire,70
S01012927,South Lanarkshire,88
S01012928,South Lanarkshire,53
S01012929,South Lanarkshire,75
S01012930,South Lanarkshire,117
S01012931,South Lanarkshire,102
S01012932,South Lanarkshire,79
S01012933,South Lanarkshire,119
S01012934,South Lanarkshire,92
S01012935,South Lanarkshire,87
S01012936,South Lanarkshire,87
S01012937,South Lanarkshire,84
S01012938,South Lanarkshire,73
S01012939,South Lanarkshire,38
S01012940,South Lanarkshire,74
S01012941,South Lanarkshire,43
S01012942,South Lanarkshire,124
S01012943,South Lanarkshire,65
S01012944,South Lanarkshire,35
S01012945,South Lanarkshire,164
S01012946,South Lanarkshire,38
S01012947,South Lanarkshire,40
S01012948,South Lanarkshire,71
S01012949,South Lanarkshire,39
S01012950,South Lanarkshire,85
S01012951,South Lanarkshire,19
S01012952,South Lanarkshire,60
S01012953,South Lanarkshire,64
S01012954,South Lanarkshire,77
S01012955,South Lanarkshire,221
S01012956,South Lanarkshire,49
S01012957,South Lanarkshire,84
S01012958,South Lanarkshire,87
S01012959,South Lanarkshire,38
S01012960,South Lanarkshire,109
S01012961,South Lanarkshire,31
S01012962,South Lanarkshire,80
S01012963,South Lanarkshire,30
S01012964,South Lanarkshire,30
S01012965,South Lanarkshire,253
S01012966,South Lanarkshire,21
S01012967,South Lanarkshire,103
S01012968,South Lanarkshire,73
S01012969,South Lanarkshire,116
S01012970,South Lanarkshire,97
S01012971,South Lanarkshire,163
S01012972,South Lanarkshire,108
S01012973,South Lanarkshire,129
S01012974,South Lanarkshire,159
S01012975,South Lanarkshire,125
S01012976,South Lanarkshire,111
S01012977,South Lanarkshire,118
S01012978,South Lanarkshire,125
S01012979,South Lanarkshire,144
S01012980,South Lanarkshire,36
S01012981,South Lanarkshire,136
S01012982,South Lanarkshire,129
S01012983,South Lanarkshire,241
S01012984,South Lanarkshire,91
S01012985,South Lanarkshire,77
S01012986,South Lanarkshire,70
S01012987,South Lanarkshire,89
S01012988,South Lanarkshire,97
S01012989,South Lanarkshire,129
S01012990,South Lanarkshire,98
S01012991,South Lanarkshire,57
S01012992,South Lanarkshire,103
S01012993,South Lanarkshire,74
S01012994,South Lanarkshire,78
S01012995,South Lanarkshire,85
S01012996,South Lanarkshire,101
S01012997,South Lanarkshire,110
S01012998,South Lanarkshire,69
S01012999,South Lanarkshire,136
S01013000,South Lanarkshire,112
S01013001,Stirling,80
S01013002,Stirling,47
S01013003,Stirling,90
S01013004,Stirling,93
S01013005,Stirling,67
S01013006,Stirling,50
S01013007,Stirling,87
S01013008,Stirling,91
S01013009,Stirling,55
S01013010,Stirling,55
S01013011,Stirling,32
S01013012,Stirling,91
S01013013,Stirling,95
S01013014,Stirling,59
S01013015,Stirling,53
S01013016,Stirling,115
S01013017,Stirling,68
S01013018,Stirling,48
S01013019,Stirling,51
S01013020,Stirling,88
S01013021,Stirling,79
S01013022,Stirling,103
S01013023,Stirling,70
S01013024,Stirling,67
S01013025,Stirling,120
S01013026,Stirling,151
S01013027,Stirling,144
S01013028,Stirling,124
S01013029,Stirling,115
S01013030,Stirling,132
S01013031,Stirling,96
S01013032,Stirling,58
S01013033,Stirling,74
S01013034,Stirling,141
S01013035,Stirling,184
S01013036,Stirling,147
S01013037,Stirling,162
S01013038,Stirling,96
S01013039,Stirling,67
S01013040,Stirling,115
S01013041,Stirling,77
S01013042,Stirling,119
S01013043,Stirling,144
S01013044,Stirling,110
S01013045,Stirling,121
S01013046,Stirling,141
S01013047,Stirling,57
S01013048,Stirling,94
S01013049,Stirling,76
S01013050,Stirling,121
S01013051,Stirling,86
S01013052,Stirling,90
S01013053,Stirling,122
S01013054,Stirling,74
S01013055,Stirling,103
S01013056,Stirling,119
S01013057,Stirling,154
S01013058,Stirling,41
S01013059,Stirling,64
S01013060,Stirling,160
S01013061,Stirling,64
S01013062,Stirling,104
S01013063,Stirling,72
S01013064,Stirling,132
S01013065,Stirling,113
S01013066,Stirling,142
S01013067,Stirling,91
S01013068,Stirling,146
S01013069,Stirling,53
S01013070,Stirling,65
S01013071,Stirling,113
S01013072,Stirling,143
S01013073,Stirling,187
S01013074,Stirling,124
S01013075,Stirling,167
S01013076,Stirling,44
S01013077,Stirling,149
S01013078,Stirling,151
S01013079,Stirling,152
S01013080,Stirling,76
S01013081,Stirling,41
S01013082,Stirling,85
S01013083,Stirling,58
S01013084,Stirling,47
S01013085,Stirling,119
S01013086,Stirling,64
S01013087,Stirling,81
S01013088,Stirling,33
S01013089,Stirling,123
S01013090,Stirling,55
S01013091,Stirling,65
S01013092,Stirling,106
S01013093,Stirling,90
S01013094,Stirling,54
S01013095,Stirling,68
S01013096,Stirling,123
S01013097,Stirling,53
S01013098,Stirling,12
S01013099,Stirling,131
S01013100,Stirling,45
S01013101,Stirling,65
S01013102,Stirling,69
S01013103,Stirling,74
S01013104,Stirling,68
S01013105,Stirling,58
S01013106,Stirling,69
S01013107,Stirling,51
S01013108,Stirling,90
S01013109,Stirling,65
S01013110,Stirling,87
S01013111,Stirling,76
S01013112,Stirling,73
S01013113,Stirling,79
S01013114,Stirling,97
S01013115,Stirling,130
S01013116,Stirling,101
S01013117,Stirling,118
S01013118,Stirling,61
S01013119,Stirling,62
S01013120,Stirling,71
S01013121,Stirling,25
S01013122,West Dunbartonshire,123
S01013123,West Dunbartonshire,111
S01013124,West Dunbartonshire,110
S01013125,West Dunbartonshire,184
S01013126,West Dunbartonshire,182
S01013127,West Dunbartonshire,172
S01013128,West Dunbartonshire,123
S01013129,West Dunbartonshire,179
S01013130,West Dunbartonshire,129
S01013131,West Dunbartonshire,89
S01013132,West Dunbartonshire,138
S01013133,West Dunbartonshire,174
S01013134,West Dunbartonshire,133
S01013135,West Dunbartonshire,142
S01013136,West Dunbartonshire,105
S01013137,West Dunbartonshire,82
S01013138,West Dunbartonshire,193
S01013139,West Dunbartonshire,128
S01013140,West Dunbartonshire,125
S01013141,West Dunbartonshire,109
S01013142,West Dunbartonshire,105
S01013143,West Dunbartonshire,89
S01013144,West Dunbartonshire,83
S01013145,West Dunbartonshire,91
S01013146,West Dunbartonshire,140
S01013147,West Dunbartonshire,75
S01013148,West Dunbartonshire,90
S01013149,West Dunbartonshire,91
S01013150,West Dunbartonshire,87
S01013151,West Dunbartonshire,46
S01013152,West Dunbartonshire,117
S01013153,West Dunbartonshire,119
S01013154,West Dunbartonshire,118
S01013155,West Dunbartonshire,192
S01013156,West Dunbartonshire,156
S01013157,West Dunbartonshire,151
S01013158,West Dunbartonshire,138
S01013159,West Dunbartonshire,82
S01013160,West Dunbartonshire,31
S01013161,West Dunbartonshire,124
S01013162,West Dunbartonshire,124
S01013163,West Dunbartonshire,65
S01013164,West Dunbartonshire,105
S01013165,West Dunbartonshire,120
S01013166,West Dunbartonshire,216
S01013167,West Dunbartonshire,127
S01013168,West Dunbartonshire,166
S01013169,West Dunbartonshire,118
S01013170,West Dunbartonshire,82
S01013171,West Dunbartonshire,73
S01013172,West Dunbartonshire,98
S01013173,West Dunbartonshire,84
S01013174,West Dunbartonshire,64
S01013175,West Dunbartonshire,58
S01013176,West Dunbartonshire,109
S01013177,West Dunbartonshire,106
S01013178,West Dunbartonshire,82
S01013179,West Dunbartonshire,108
S01013180,West Dunbartonshire,110
S01013181,West Dunbartonshire,88
S01013182,West Dunbartonshire,137
S01013183,West Dunbartonshire,79
S01013184,West Dunbartonshire,148
S01013185,West Dunbartonshire,134
S01013186,West Dunbartonshire,121
S01013187,West Dunbartonshire,145
S01013188,West Dunbartonshire,99
S01013189,West Dunbartonshire,93
S01013190,West Dunbartonshire,132
S01013191,West Dunbartonshire,78
S01013192,West Dunbartonshire,127
S01013193,West Dunbartonshire,94
S01013194,West Dunbartonshire,121
S01013195,West Dunbartonshire,145
S01013196,West Dunbartonshire,96
S01013197,West Dunbartonshire,156
S01013198,West Dunbartonshire,147
S01013199,West Dunbartonshire,185
S01013200,West Dunbartonshire,58
S01013201,West Dunbartonshire,195
S01013202,West Dunbartonshire,163
S01013203,West Dunbartonshire,98
S01013204,West Dunbartonshire,64
S01013205,West Dunbartonshire,136
S01013206,West Dunbartonshire,93
S01013207,West Dunbartonshire,138
S01013208,West Dunbartonshire,202
S01013209,West Dunbartonshire,156
S01013210,West Dunbartonshire,66
S01013211,West Dunbartonshire,89
S01013212,West Dunbartonshire,96
S01013213,West Dunbartonshire,55
S01013214,West Dunbartonshire,60
S01013215,West Dunbartonshire,101
S01013216,West Dunbartonshire,85
S01013217,West Dunbartonshire,110
S01013218,West Dunbartonshire,118
S01013219,West Dunbartonshire,88
S01013220,West Dunbartonshire,97
S01013221,West Dunbartonshire,104
S01013222,West Dunbartonshire,162
S01013223,West Dunbartonshire,138
S01013224,West Dunbartonshire,166
S01013225,West Dunbartonshire,139
S01013226,West Dunbartonshire,115
S01013227,West Dunbartonshire,137
S01013228,West Dunbartonshire,123
S01013229,West Dunbartonshire,112
S01013230,West Dunbartonshire,91
S01013231,West Dunbartonshire,97
S01013232,West Dunbartonshire,148
S01013233,West Dunbartonshire,83
S01013234,West Dunbartonshire,38
S01013235,West Dunbartonshire,111
S01013236,West Dunbartonshire,72
S01013237,West Dunbartonshire,129
S01013238,West Dunbartonshire,155
S01013239,West Dunbartonshire,97
S01013240,West Dunbartonshire,142
S01013241,West Dunbartonshire,87
S01013242,West Dunbartonshire,117
S01013243,West Lothian,84
S01013244,West Lothian,123
S01013245,West Lothian,89
S01013246,West Lothian,118
S01013247,West Lothian,198
S01013248,West Lothian,103
S01013249,West Lothian,126
S01013250,West Lothian,110
S01013251,West Lothian,115
S01013252,West Lothian,105
S01013253,West Lothian,100
S01013254,West Lothian,161
S01013255,West Lothian,91
S01013256,West Lothian,156
S01013257,West Lothian,103
S01013258,West Lothian,61
S01013259,West Lothian,100
S01013260,West Lothian,107
S01013261,West Lothian,160
S01013262,West Lothian,73
S01013263,West Lothian,49
S01013264,West Lothian,60
S01013265,West Lothian,51
S01013266,West Lothian,76
S01013267,West Lothian,106
S01013268,West Lothian,83
S01013269,West Lothian,60
S01013270,West Lothian,48
S01013271,West Lothian,59
S01013272,West Lothian,44
S01013273,West Lothian,34
S01013274,West Lothian,95
S01013275,West Lothian,214
S01013276,West Lothian,50
S01013277,West Lothian,131
S01013278,West Lothian,179
S01013279,West Lothian,112
S01013280,West Lothian,119
S01013281,West Lothian,131
S01013282,West Lothian,127
S01013283,West Lothian,121
S01013284,West Lothian,89
S01013285,West Lothian,86
S01013286,West Lothian,48
S01013287,West Lothian,38
S01013288,West Lothian,101
S01013289,West Lothian,52
S01013290,West Lothian,95
S01013291,West Lothian,71
S01013292,West Lothian,75
S01013293,West Lothian,54
S01013294,West Lothian,69
S01013295,West Lothian,65
S01013296,West Lothian,126
S01013297,West Lothian,132
S01013298,West Lothian,96
S01013299,West Lothian,82
S01013300,West Lothian,100
S01013301,West Lothian,135
S01013302,West Lothian,103
S01013303,West Lothian,93
S01013304,West Lothian,120
S01013305,West Lothian,145
S01013306,West Lothian,191
S01013307,West Lothian,155
S01013308,West Lothian,155
S01013309,West Lothian,150
S01013310,West Lothian,123
S01013311,West Lothian,91
S01013312,West Lothian,92
S01013313,West Lothian,89
S01013314,West Lothian,68
S01013315,West Lothian,32
S01013316,West Lothian,48
S01013317,West Lothian,95
S01013318,West Lothian,60
S01013319,West Lothian,58
S01013320,West Lothian,50
S01013321,West Lothian,38
S01013322,West Lothian,187
S01013323,West Lothian,155
S01013324,West Lothian,87
S01013325,West Lothian,110
S01013326,West Lothian,94
S01013327,West Lothian,104
S01013328,West Lothian,121
S01013329,West Lothian,116
S01013330,West Lothian,81
S01013331,West Lothian,60
S01013332,West Lothian,86
S01013333,West Lothian,70
S01013334,West Lothian,164
S01013335,West Lothian,147
S01013336,West Lothian,161
S01013337,West Lothian,65
S01013338,West Lothian,76
S01013339,West Lothian,69
S01013340,West Lothian,86
S01013341,West Lothian,33
S01013342,West Lothian,162
S01013343,West Lothian,63
S01013344,West Lothian,102
S01013345,West Lothian,122
S01013346,West Lothian,44
S01013347,West Lothian,74
S01013348,West Lothian,28
S01013349,West Lothian,50
S01013350,West Lothian,106
S01013351,West Lothian,85
S01013352,West Lothian,66
S01013353,West Lothian,78
S01013354,West Lothian,90
S01013355,West Lothian,139
S01013356,West Lothian,118
S01013357,West Lothian,80
S01013358,West Lothian,105
S01013359,West Lothian,98
S01013360,West Lothian,139
S01013361,West Lothian,135
S01013362,West Lothian,75
S01013363,West Lothian,118
S01013364,West Lothian,81
S01013365,West Lothian,86
S01013366,West Lothian,66
S01013367,West Lothian,82
S01013368,West Lothian,172
S01013369,West Lothian,97
S01013370,West Lothian,137
S01013371,West Lothian,115
S01013372,West Lothian,151
S01013373,West Lothian,87
S01013374,West Lothian,108
S01013375,West Lothian,109
S01013376,West Lothian,107
S01013377,West Lothian,61
S01013378,West Lothian,82
S01013379,West Lothian,46
S01013380,West Lothian,473
S01013381,West Lothian,119
S01013382,West Lothian,102
S01013383,West Lothian,92
S01013384,West Lothian,95
S01013385,West Lothian,62
S01013386,West Lothian,75
S01013387,West Lothian,108
S01013388,West Lothian,122
S01013389,West Lothian,58
S01013390,West Lothian,117
S01013391,West Lothian,106
S01013392,West Lothian,130
S01013393,West Lothian,94
S01013394,West Lothian,131
S01013395,West Lothian,151
S01013396,West Lothian,15
S01013397,West Lothian,77
S01013398,West Lothian,55
S01013399,West Lothian,199
S01013400,West Lothian,75
S01013401,West Lothian,42
S01013402,West Lothian,54
S01013403,West Lothian,138
S01013404,West Lothian,51
S01013405,West Lothian,62
S01013406,West Lothian,110
S01013407,West Lothian,98
S01013408,West Lothian,101
S01013409,West Lothian,72
S01013410,West Lothian,74
S01013411,West Lothian,82
S01013412,West Lothian,81
S01013413,West Lothian,86
S01013414,West Lothian,144
S01013415,West Lothian,124
S01013416,West Lothian,116
S01013417,West Lothian,137
S01013418,West Lothian,55
S01013419,West Lothian,68
S01013420,West Lothian,64
S01013421,West Lothian,42
S01013422,West Lothian,95
S01013423,West Lothian,79
S01013424,West Lothian,50
S01013425,West Lothian,76
S01013426,West Lothian,106
S01013427,West Lothian,28
S01013428,West Lothian,165
S01013429,West Lothian,134
S01013430,West Lothian,112
S01013431,West Lothian,93
